<<<<<<< HEAD
,user_id,item_id,cat_id,merchant_id,brand_id,time_stamp,action_type,label,unique_categories,unique_merchants,unique_brands,click_to_purchase_ratio,age_range,gender,unique_users,add_to_cart_to_purchase_ratio,add_to_favorites_to_purchase_ratio,interaction_count,average_time_between_interactions,clicks,add_to_cart,purchases,add_to_favorites,days_since_last_interaction,days_since_first_interaction,day_of_week,0,1,2,3,age_range_to_gender_interaction_count,ltv,previous_purchase_count,time_since_last_purchase,average_order_value,average_days_between_purchases,promo_engagement,cat_affinity,pages_viewed
553,312696,477,420,1784,7936.0,1111,0,0,0.0,3.0,1.0,57,0.0,1.4,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
554,66271,388,384,3448,1292.0,1111,0,0,0.0,0.0,0.0,6,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
555,249695,376,184,4834,4471.0,1111,0,1,0.0,0.0,0.0,46,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
556,122387,477,420,1784,7936.0,1111,0,0,0.0,0.0,0.0,57,0.0,1.4,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
557,299970,424,662,3432,5093.0,1111,2,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
558,299970,424,662,3432,5093.0,1111,2,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
559,299970,424,662,3432,5093.0,1111,0,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
560,299970,424,662,3432,5093.0,1111,0,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
563,299970,424,662,3432,5093.0,1108,0,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
564,299970,424,662,3432,5093.0,1108,0,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
565,299970,424,662,3432,5093.0,1108,3,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
566,299970,424,662,3432,5093.0,1108,3,0,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
567,297772,368,1611,1816,2044.0,1110,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,2,0.0,2,0,0,0,1,1,5,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
569,22798,424,662,3432,5093.0,1111,0,0,0.5,8.0,0.0,254,0.0,1.08,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
571,22798,424,662,3432,5093.0,1111,2,0,0.5,8.0,0.0,254,0.0,1.08,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
572,37167,464,302,191,1766.0,1109,0,0,0.0,2.0,0.0,23,0.0,1.0,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
>>>>>>> fd7119da84b10b6d4a4fc8da0f00a45dee2a2ff3
